Year,LocationDesc,LocationAbbr,Category,Indicator,Datasource,DataValueUnit,DataValueType,DataValue,DataValueFootnoteSymbol,DataValueFootnote,IndicatorID,LocationID,IndicatorSortOrder,LocationSortOrder,Geolocation,DataValueAlt
2004,Washington,WA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,62.9,,,WFRS_State_1,53,20,48,"(47.522278629, -120.47001079)",62.9
2006,California,CA,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,9881390.0,"e,f",e: Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_2,6,21,5,"(37.638640123, -120.999999538)",9881390
2006,Louisiana,LA,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1731807.0,e,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_2,22,21,19,"(31.312660644, -92.445680071)",1731807
2006,Massachusetts,MA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",36.0,e,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_4,25,23,22,"(42.27687047, -72.082690675)",36
2010,Missouri,MO,Water Fluoridation,Total population served by CWS,WFRS,,Population,4966951.0,,,WFRS_State_3,29,22,26,"(38.635790776, -92.566300053)",4966951
2008,District of Columbia,DC,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,591833.0,e,"Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use care in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. The 2008 vintage was used for the 2008 fluoridation statistics, and the 2006 vintage was used for the 2002, 2004, and 2006 statistics.",WFRS_State_2,11,21,9,"(38.890371385, -77.031961127)",591833
2018,Illinois,IL,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",3.0,,,WFRS_State_4,17,23,14,"(40.485010283, -88.997710178)",3
2018,Vermont,VT,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",40.0,,,WFRS_State_4,50,23,46,"(43.625381239, -72.517640791)",40
2012,Illinois,IL,Water Fluoridation,Total population served by CWS,WFRS,,Population,12875255.0,f,Population served by CWS exceeded the US Census state population estimate; number of people was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_3,17,22,14,"(40.485010283, -88.997710178)",12875255
2004,Florida,FL,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,76.9,,,WFRS_State_1,12,20,10,"(28.932040377, -81.928960539)",76.9
2016,Mississippi,MS,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",35.0,,,WFRS_State_4,28,23,25,"(32.745510099, -89.538030825)",35
2018,Louisiana,LA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,39.0,,,WFRS_State_1,22,20,19,"(31.312660644, -92.445680071)",39
2002,Alabama,AL,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,84.6,"f,g","f: Complete data were not available from WFRS; state provided additional information. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_1,1,20,1,"(32.840571122, -86.631860762)",84.6
2010,Maryland,MD,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,99.8,,,WFRS_State_1,24,20,21,"(39.290580964, -76.609260111)",99.8
2016,Mississippi,MS,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1548368.0,,,WFRS_State_2,28,21,25,"(32.745510099, -89.538030825)",1548368
2010,New Mexico,NM,Water Fluoridation,Total population served by CWS,WFRS,,Population,1571600.0,,,WFRS_State_3,35,22,32,"(34.520880952, -106.240580985)",1571600
2010,Florida,FL,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,78.0,,,WFRS_State_1,12,20,10,"(28.932040377, -81.928960539)",78
2004,Delaware,DE,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,601584.0,,,WFRS_State_2,10,21,8,"(39.008830667, -75.577741168)",601584
2010,Florida,FL,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,13377651.0,,,WFRS_State_2,12,21,10,"(28.932040377, -81.928960539)",13377651
2004,United States,US,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,180632481.0,,,WFRS_State_2,US,21,0,,180632481
2014,Missouri,MO,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,76.8,,,WFRS_State_1,29,20,26,"(38.635790776, -92.566300053)",76.6
2008,United States,US,Water Fluoridation,Total population served by CWS,WFRS,,Population,269911707.0,,,WFRS_State_3,US,22,0,,269911707
2012,Georgia,GA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,96.3,f,Population served by CWS exceeded the US Census state population estimate; number of people was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_1,13,20,11,"(32.839681093, -83.627580346)",96.3
2014,Kentucky,KY,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,99.9,,,WFRS_State_1,21,20,18,"(37.645970271, -84.774971048)",99.9
2004,Delaware,DE,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",28.0,,,WFRS_State_4,10,23,8,"(39.008830667, -75.577741168)",28
2012,Oregon,OR,Water Fluoridation,Total population served by CWS,WFRS,,Population,3688540.0,,,WFRS_State_3,41,22,38,"(44.567449424, -120.155031326)",3688540
2008,West Virginia,WV,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,90.6,e,"Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use care in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. The 2008 vintage was used for the 2008 fluoridation statistics, and the 2006 vintage was used for the 2002, 2004, and 2006 statistics.",WFRS_State_1,54,20,49,"(38.665510202, -80.712640135)",90.6
2004,Iowa,IA,Water Fluoridation,Total population served by CWS,WFRS,,Population,2558575.0,,,WFRS_State_3,19,22,16,"(42.469400913, -93.816490556)",2558575
2018,Kentucky,KY,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,99.8,,,WFRS_State_1,21,20,18,"(37.645970271, -84.774971048)",99.8
2006,United States,US,Water Fluoridation,Percentage of U.S. population receiving fluoridated water,WFRS,%,Percent,61.5,c,Fluoridated population divided by total population.,WFRS_Nat_4,US,4,0,,61.5
2014,Idaho,ID,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,31.9,,,WFRS_State_1,16,20,13,"(43.682630005, -114.363730042)",32
2012,South Dakota,SD,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,93.6,,,WFRS_State_1,46,20,42,"(44.353130053, -100.373530637)",93.6
2004,Louisiana,LA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",43.0,e,"Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_4,22,23,19,"(31.312660644, -92.445680071)",43
2008,Rhode Island,RI,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",18.0,,,WFRS_State_4,44,23,40,"(41.708280193, -71.522470314)",18
2008,West Virginia,WV,Water Fluoridation,Total population served by CWS,WFRS,,Population,1334504.0,e,"Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use care in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. The 2008 vintage was used for the 2008 fluoridation statistics, and the 2006 vintage was used for the 2002, 2004, and 2006 statistics.",WFRS_State_3,54,22,49,"(38.665510202, -80.712640135)",1334504
2012,Ohio,OH,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,9716289.0,,,WFRS_State_2,39,21,36,"(40.060210141, -82.404260056)",9716289
2016,West Virginia,WV,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1301997.0,,,WFRS_State_2,54,21,49,"(38.665510202, -80.712640135)",1301997
2006,Vermont,VT,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,58.7,,,WFRS_State_1,50,20,46,"(43.625381239, -72.517640791)",58.7
2006,South Dakota,SD,Water Fluoridation,Total population served by CWS,WFRS,,Population,691333.0,,,WFRS_State_3,46,22,42,"(44.353130053, -100.373530637)",691333
2000,Alabama,AL,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,83.1,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_1,1,20,1,"(32.840571122, -86.631860762)",83.1
2000,New Hampshire,NH,Water Fluoridation,Total population served by CWS,WFRS,,Population,807438.0,,,WFRS_State_3,33,22,30,"(43.655950113, -71.50036092)",807438
2000,Utah,UT,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,1.7,"e,f,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_1,49,20,45,"(39.360700171, -111.587130635)",1.7
2016,West Virginia,WV,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",12.0,,,WFRS_State_4,54,23,49,"(38.665510202, -80.712640135)",12
2012,West Virginia,WV,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1365697.0,,,WFRS_State_2,54,21,49,"(38.665510202, -80.712640135)",1365697
2014,Utah,UT,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1382188.0,,,WFRS_State_2,49,21,45,"(39.360700171, -111.587130635)",1384638
